artist,name,date,time,venue,location,price_range
Adele,EDELLE - a night about Adele,2025-03-20,20:00:00,Aula im Schulzentrum,"Seesen, Germany",29.09-31.36 EUR
Adele,EDELLE - a night about Adele,2025-03-21,20:00:00,N/A,"Castrop-Rauxel, Germany",38.0-38.0 EUR
Tate McRae,TATE MCRAE with Special Guest Charlieonnafriday,2024-11-08,19:30:00,Red Hill Auditorium,"Red Hill , Australia",N/A
Tate McRae,Tate McRae - Think Later World Tour 2024,2024-11-10,18:00:00,Riverstage ,"Brisbane, Australia",99.9-99.9 AUD
Tate McRae,Tate McRae - Think Later World Tour 2024,2024-11-19,19:00:00,Spark Arena,"Auckland, New Zealand",90.05-98.4 NZD
Tate McRae,Tate McRae - Think Later World Tour 2024,2024-11-21,20:00:00,TSB Arena,"Wellington, New Zealand",99.9-425.4 NZD
Tate McRae,Q102s Jingle Ball Presented by Capital One,2024-12-16,19:30:00,Wells Fargo Center,"Philadelphia, United States Of America",31.0-306.0 USD
Tate McRae,Kiss 108's Jingle Ball Presented By Capital One,2024-12-15,18:00:00,TD Garden,"Boston, United States Of America",32.5-507.5 USD
Tate McRae,Hot 99.5's Jingle Ball Presented By Capital One,2024-12-17,19:30:00,Capital One Arena,"Washington, United States Of America",25.0-400.0 USD
Tate McRae,102.7 KIIS FMs Jingle Ball Presented by Capital One,2024-12-06,19:30:00,Intuit Dome,"Inglewood, United States Of America",43.5-758.5 USD
Tate McRae,Z100's Jingle Ball Presented by Capital One,2024-12-13,19:00:00,Madison Square Garden,"New York, United States Of America",53.0-983.0 USD
Porter Robinson,Porter Robinson,2025-03-06,19:00:00,O2 Academy Brixton,"London, Great Britain",0.0-29.0 GBP
Porter Robinson,Porter Robinson,2025-03-07,19:00:00,Manchester Academy,"Manchester, Great Britain",30.25-30.25 GBP
Porter Robinson,Porter Robinson,2024-10-24,20:00:00,Toyota Amphitheatre,"Wheatland, United States Of America",N/A
Porter Robinson,Porter Robinson,2025-02-28,19:00:00,Melkweg,"Amsterdam, Netherlands",35.65-126.0 EUR
Porter Robinson,Porter Robinson,2025-03-01,19:00:00,Melkweg,"Amsterdam, Netherlands",35.65-126.0 EUR
Porter Robinson,Porter Robinson - ROFR,2024-10-31,20:00:00,Moda Center,"Portland, United States Of America",N/A
Porter Robinson,Porter Robinson (US),2025-02-26,20:00:00,N/A,"København V, Denmark",275.0-910.0 DKK
Porter Robinson,Porter Robinson SMILE! :D World Tour,2024-10-11,19:30:00,Hollywood Bowl,"Hollywood, United States Of America",29.5-149.5 USD
Porter Robinson,Porter Robinson SMILE! :D World Tour,2024-10-25,20:00:00,Shoreline Amphitheatre,"Mountain View, United States Of America",26.0-90.5 USD
Porter Robinson,Porter Robinson - VIP Upgrades,2024-10-15,20:00:00,Revel Entertainment Center,"Albuquerque, United States Of America",N/A
Porter Robinson,Porter Robinson - VIP Upgrades,2024-10-16,20:00:00,Red Rocks Amphitheatre,"Morrison, United States Of America",N/A
Porter Robinson,Porter Robinson SMILE! :D World Tour,2024-10-13,18:45:00,The Rady Shell at Jacobs Park,"San Diego, United States Of America",44.5-64.5 USD
Porter Robinson,Porter Robinson SMILE! :D World Tour,2024-11-02,20:00:00,Climate Pledge Arena,"Seattle, United States Of America",39.5-79.5 USD
Porter Robinson,Porter Robinson SMILE! :D World Tour,2024-10-12,20:00:00,Talking Stick Resort Amphitheatre,"Phoenix, United States Of America",29.5-59.5 USD
Porter Robinson,Porter Robinson SMILE! :D World Tour,2024-10-24,20:00:00,Toyota Amphitheatre,"Wheatland, United States Of America",29.5-69.5 USD
Porter Robinson,Porter Robinson SMILE! :D World Tour,2024-10-31,20:00:00,Moda Center,"Portland, United States Of America",45.5-70.5 USD
Porter Robinson,Porter Robinson SMILE! :D World Tour,2024-10-19,20:00:00,Fontainebleau,"Las Vegas, United States Of America",39.5-129.5 USD
Porter Robinson,Porter Robinson PSS VIP Parking,2024-10-12,20:00:00,Talking Stick Resort Amp,"Phoenix, United States Of America",N/A
Porter Robinson,Suite Guest Passes: Porter Robinson,2024-11-02,20:00:00,Climate Pledge Arena,"Seattle, United States Of America",N/A
Porter Robinson,Porter Robinson SMILE! :D World Tour,2024-10-29,20:00:00,Revolution Concert House & Event Center,"Garden City, United States Of America",42.5-97.5 USD
.Feast,ASO Chorus + Belshazzar's Feast,2025-02-15,20:00:00,Atlanta Symphony Hall,"Atlanta, United States Of America",29.0-119.0 USD
.Feast,ASO Chorus + Belshazzar's Feast,2025-02-13,20:00:00,Atlanta Symphony Hall,"Atlanta, United States Of America",29.0-119.0 USD
.Feast,Feast on the 50 Presented by SouthState Bank,2024-10-23,17:00:00,Camping World Stadium,"N/A, N/A",N/A
.Feast,"The West Coast Feast: Point North, Beauty School Dropout, Garzi, sace6",2024-11-27,20:00:00,The Vermont Hollywood,"Los Angeles, United States Of America",35.0-60.0 USD
.Feast,"The West Coast Feast: Point North, Beauty School Dropout, Garzi, sace6",2024-11-27,20:00:00,The Vermont Hollywood,"Los Angeles, United States Of America",N/A
.Feast,Feast of Friends: A Tribute To Classic Rock from The Doors and more,2024-10-22,20:00:00,Cutting Room,"New York, United States Of America",43.14-43.14 USD
.Feast,"Mortal Disguise, Exploding Zombies, The Black Temple, Furnace Winds, Feast of Carrion, Misery Bay",2024-11-15,18:00:00,The Sanctuary Detroit,"Hamtramck, United States Of America",15.0-15.0 USD
.Feast,Feast Fridays Night Market,2024-11-01,17:00:00,The Soap Factory,"San Diego, United States Of America",6.15-6.15 USD
Sebastian Yatra,iHeartRadio Fiesta Latina,2024-10-26,20:00:00,Kaseya Center,"Miami, United States Of America",29.0-299.0 USD
Dolce,Oxxxymiron Dolce Vita Tour,2025-04-01,20:00:00,Forum Karlín,"Praha 8, Czech Republic",1500.0-1900.0 CZK
Dolce,Dolce & Decant: A Decadent Interactive Dessert & Wine Pairing,2024-11-16,14:00:00,N/A,"N/A, N/A",N/A-N/A AUD
Post Malone,Post Malone: F-1 Trillion Tour,2024-10-11,20:00:00,Lakewood Amphitheatre,"Atlanta, United States Of America",49.5-349.5 USD
Post Malone,Post Malone,2024-10-13,20:00:00,Walmart AMP,"Rogers, United States Of America",N/A
Post Malone,Post Malone,2024-10-15,20:00:00,Oak Mountain Amp,"Birmingham, United States Of America",N/A
Post Malone,Post Malone: F-1 Trillion Tour,2024-10-26,19:30:00,Germania Insurance Amphitheater,"Austin, United States Of America",89.5-336.5 USD
Post Malone,Post Malone: F-1 Trillion Tour,2024-10-22,20:00:00,The Cynthia Woods Mitchell Pavilion presented by Huntsman,"The Woodlands, United States Of America",89.5-309.5 USD
Post Malone,Post Malone: F-1 Trillion Tour,2024-10-23,20:00:00,The Cynthia Woods Mitchell Pavilion presented by Huntsman,"The Woodlands, United States Of America",69.5-309.5 USD
Post Malone,Post Malone: F-1 Trillion Tour,2024-10-15,20:00:00,Oak Mountain Amphitheatre,"Birmingham, United States Of America",89.5-199.5 USD
Post Malone,Post Malone: F-1 Trillion Tour,2024-10-17,20:00:00,The Wharf Amphitheater,"Orange Beach, United States Of America",80.5-420.5 USD
Post Malone,Post Malone: F-1 Trillion Tour,2024-10-27,19:30:00,Germania Insurance Amphitheater,"Austin, United States Of America",69.5-236.5 USD
Post Malone,Post Malone 2023,2023-12-31,19:00:00,Fontainebleau,"Las Vegas, United States Of America",N/A
Post Malone,Post Malone: F-1 Trillion Tour,2024-10-13,20:00:00,Walmart AMP,"Rogers, United States Of America",N/A
Post Malone,Post Malone: F-1 Trillion Tour,2024-10-19,20:00:00,Nissan Stadium,"Nashville, United States Of America",N/A
Post Malone,Post Malone - Dell Technologies Club,2024-10-26,19:30:00,Germania Insurance Amp,"Austin, United States Of America",N/A
Post Malone,Post Malone - Dell Technologies Club,2024-10-27,19:30:00,Germania Insurance Amp,"Austin, United States Of America",N/A
Post Malone,Post Malone: F-1 Trillion Tour,2024-10-19,20:00:00,Nissan Stadium,"Nashville, United States Of America",N/A
Post Malone,Joe Walsh & Friends present VetsAid 2024,2024-11-11,19:00:00,UBS Arena,"Belmont Park, United States Of America",54.5-249.5 USD
Future,USHER: Past Present Future,2024-10-22,20:00:00,Spectrum Center ,"Charlotte, United States Of America",49.5-299.5 USD
Future,USHER: Past Present Future,2024-12-16,20:00:00,Kaseya Center,"Miami, United States Of America",44.75-244.75 USD
Future,USHER: Past Present Future,2024-12-18,20:00:00,Kaseya Center,"Miami, United States Of America",44.75-244.75 USD
Future,USHER: Past Present Future,2024-10-28,20:00:00,United Center,"Chicago, United States Of America",44.5-315.0 USD
Future,USHER: Past Present Future,2024-10-23,20:00:00,Spectrum Center ,"Charlotte, United States Of America",49.5-299.5 USD
Future,USHER: Past Present Future,2024-10-31,20:00:00,United Center,"Chicago, United States Of America",44.5-315.0 USD
Future,USHER: Past Present Future,2024-10-29,20:00:00,United Center,"Chicago, United States Of America",44.5-315.0 USD
Future,USHER: Past Present Future,2024-12-19,20:00:00,Kaseya Center,"Miami, United States Of America",44.75-244.75 USD
Future,USHER: Past Present Future,2024-10-26,20:00:00,Enterprise Center,"Saint Louis, United States Of America",45.5-295.5 USD
Future,USHER: Past Present Future,2024-12-12,20:00:00,State Farm Arena,"Atlanta, United States Of America",99.5-450.0 USD
Future,USHER: Past Present Future,2024-11-02,20:00:00,Target Center,"Minneapolis, United States Of America",79.5-399.5 USD
Future,USHER: Past Present Future,2024-10-18,20:00:00,State Farm Arena,"Atlanta, United States Of America",99.5-450.0 USD
Future,USHER: Past Present Future,2024-10-17,20:00:00,State Farm Arena,"Atlanta, United States Of America",99.5-450.0 USD
Future,USHER: Past Present Future,2024-10-25,20:00:00,Enterprise Center,"Saint Louis, United States Of America",45.5-295.5 USD
Future,USHER: Past Present Future,2024-10-20,20:00:00,State Farm Arena,"Atlanta, United States Of America",99.5-450.0 USD
Future,USHER: Past Present Future,2024-12-09,20:00:00,State Farm Arena,"Atlanta, United States Of America",99.5-450.0 USD
Future,USHER: Past Present Future,2024-12-10,20:00:00,State Farm Arena,"Atlanta, United States Of America",99.5-450.0 USD
Future,Future Palace,2024-12-04,19:00:00,The Garage,"London, Great Britain",N/A
Future,Future Palace,2024-12-05,19:00:00,Rebellion Manchester,"Manchester, Great Britain",N/A
Future,USHER: Past Present Future,2024-11-23,20:00:00,Footprint Center,"Phoenix, United States Of America",74.5-394.5 USD
Harry Styles,"The Harry Styles Show - Button Factory, Dublin",2024-11-27,19:00:00,The Button Factory,"Dublin, Ireland",N/A-N/A EUR
Harry Styles,Fangirl Fantasy: Taylor Swift vs Harry Styles,2024-11-09,20:00:00,Pike Room @ The Crofoot,"Pontiac, United States Of America",15.0-15.0 USD
Harry Styles,BEST SONG EVER One Direction + Harry Styles Dance Party,2024-10-12,23:00:00,Bar le Ritz PDB,"Montreal, Canada",N/A-N/A CAD
Harry Styles,The Parrisian Live Band featuring Parris Fleming (From the Harry Styles Band),2024-10-31,20:00:00,"Sanctuary (Maynard, MA)","Maynard, United States Of America",20.0-30.0 USD
Harry Styles,"""The Art of Power"" - A Conversation with Nancy Pelosi & Harry Litman",2024-10-15,19:00:00,Balboa Theatre,"San Diego, United States Of America",39.0-79.0 USD
Emilia,"Emilia Quinn, John W. Doyle",2024-10-18,20:30:00,Green Note,"London, Great Britain",N/A
Emilia,Gavn! (18+),2024-12-17,19:00:00,Brighton Music Hall presented by Citizens,"Boston, United States Of America",20.0-20.0 USD
KHEA,Khea,2024-10-29,21:00:00,Guanamor Teatro Studio ,"Zapopan, Mexico",700.0-900.0 MXN
KHEA,Khea,2024-10-31,20:30:00,Pepsi Center WTC,"México, Mexico",540.0-1200.0 MXN
Ashanti,Ashanti Concert to benefit the Pace Women's Justice Center,2024-10-24,20:00:00,The Capitol Theatre,"Port Chester, United States Of America",89.5-505.0 USD
Burna Boy,Burna Boy w/ Akon,2024-10-23,20:00:00,Peacock Theater - LA,"Los Angeles, United States Of America",N/A
Burna Boy,Burna Boy w/ Akon,2024-10-24,20:00:00,Peacock Theater - LA,"Los Angeles, United States Of America",N/A
Yeah Yeah Yeahs,The Everlasting Yeah - Postponed,2024-11-04,20:00:00,Green Note,"London, Great Britain",N/A
Yeah Yeah Yeahs,Koo Koo Australi-yeah Tour,2025-02-02,13:00:00,The Outpost Bar,"Fortitude Valley, Australia",N/A
Yeah Yeah Yeahs,Clap Your Hands Say Yeah (Solo Piano & Voice),2024-10-29,19:00:00,The Unitarian Church,"Dublin, Ireland",28.15-28.15 EUR
Yeah Yeah Yeahs,Monty Franklin - Yeah Nah Tour 2024 - Moved to Altar Bar,2024-11-21,19:00:00,Altar Bar,"Hobart, Australia",68.59-78.4 AUD
Yeah Yeah Yeahs,"YEAH Rocks! Come As You Are ft. Daena, Rosa Rodriguez, and LadyCouch",2024-10-26,12:30:00,The Basement East,"Nashville, United States Of America",32.87-32.87 USD
Yeah Yeah Yeahs,Slow Bird,2024-11-22,20:00:00,Brooklyn Made,"Brooklyn, United States Of America",15.0-15.0 USD
Yeah Yeah Yeahs,Lions Led By Donkeys Podcast - Live In Belfast,2024-10-26,19:00:00,Oh Yeah music Centre,"Belfast, Great Britain",N/A-N/A GBP
Yeah Yeah Yeahs,Neve,2024-10-31,18:30:00,Oh Yeah music Centre,"Belfast, Great Britain",19.25-19.25 GBP
Yeah Yeah Yeahs,Bilk,2025-03-28,19:30:00,Oh Yeah music Centre,"Belfast, Great Britain",16.75-16.75 GBP
Yeah Yeah Yeahs,Dylan John Thomas,2024-12-05,19:00:00,Oh Yeah music Centre,"Belfast, Great Britain",19.25-19.25 GBP
InI,Ini Lowe + If I Die Tonight + Sammy Vincent + Vignoles (DJ),2024-11-22,20:00:00,The Troubadour,"London, Great Britain",N/A
Martin Garrix,Martin Garrix,2024-10-25,22:30:00,Omnia Las Vegas,"Las Vegas, United States Of America",N/A
Martin Garrix,Martin Garrix,2024-11-22,22:30:00,Omnia Las Vegas,"Las Vegas, United States Of America",N/A
Martin Garrix,AMF 2024 | REGULAR,2024-10-19,N/A,Johan Cruijff ArenA,"Amsterdam, Netherlands",79.0-109.0 EUR
Martin Garrix,Ultra Music Festival,2025-03-30,12:00:00,FPL Solar Amphitheater at Bayfront Park,"Miami, United States Of America",N/A
Yomo,DJ Nelson: Flow La Discoteca,2024-11-15,20:00:00,The Santander Arena ,"Reading, United States Of America",40.0-138.0 USD
Kygo,KYGO WORLD TOUR,2024-10-17,19:00:00,Hollywood Bowl,"Hollywood, United States Of America",41.5-252.5 USD
Kygo,KYGO WORLD TOUR,2024-12-11,18:30:00,The O2,"London, Great Britain",37.0-302.4 GBP
Kygo,KYGO WORLD TOUR,2024-12-13,18:00:00,3Arena,"Dublin, Ireland",54.25-87.8 EUR
Kygo,KYGO WORLD TOUR,2025-01-23,20:00:00,Scotiabank Arena,"Toronto, Canada",40.0-150.0 CAD
Kygo,KYGO WORLD TOUR,2025-01-25,21:00:00,Estadio GNP Seguros,"Cdmx, Mexico",450.0-1980.0 MXN
Kygo,KYGO WORLD TOUR,2024-11-06,19:00:00,N/A,"København S, Denmark",307.0-1340.0 DKK
Kygo,KYGO WORLD TOUR,2024-11-08,19:00:00,Unity Arena,"Fornebu, Norway",499.0-2000.0 NOK
Kygo,KYGO WORLD TOUR,2024-11-15,20:00:00,Uber Arena,"Berlin, Germany",8.0-129.0 EUR
Kygo,KYGO WORLD TOUR,2024-11-21,20:00:00,N/A,"Cologne, Germany",47.0-149.0 EUR
Kygo,KYGO WORLD TOUR,2024-11-23,19:30:00,N/A,"Vienna, Austria",37.0-165.0 EUR
Kygo,KYGO WORLD TOUR,2024-11-26,20:00:00,Ziggo Dome,"Amsterdam, Netherlands",37.0-160.0 EUR
Kygo,KYGO WORLD TOUR,2024-12-06,18:30:00,ING ARENA,"Brussels, Belgium",54.0-54.0 EUR
Kygo,Kygo 2024 TOUR,2025-01-23,20:00:00,General Use,"N/A, N/A",N/A
Kygo,KYGO WORLD TOUR | Premium Seat,2024-11-15,20:00:00,Uber Arena,"Berlin, Germany",129.0-129.0 EUR
Kygo,KYGO WORLD TOUR | Premium-Package,2024-11-21,20:00:00,N/A,"Cologne, Germany",90.0-90.0 EUR
Kygo,KYGO WORLD TOUR | Logen-Package,2024-11-21,20:00:00,N/A,"Cologne, Germany",189.0-189.0 EUR
Kygo,KYGO WORLD TOUR - VIP PACKAGES,2024-11-26,20:00:00,Ziggo Dome,"Amsterdam, Netherlands",147.0-162.0 EUR
Kygo,Kygo - Official Ticket and Hotel Bundls,2024-12-13,18:01:00,3Arena,"Dublin, Ireland",N/A
Kygo,KYGO WORLD TOUR | Box seat in the Ticketmaster Suite,2024-11-15,20:00:00,Uber Arena,"Berlin, Germany",179.0-179.0 EUR
Kygo,98.5 KYGO's St. Jude Jam,2024-12-05,20:00:00,Grizzly Rose,"Denver, United States Of America",55.53-55.53 USD
Samuraï,Seven Samurai,2024-10-16,19:00:00,TIFF Lightbox Cinema 4,"Toronto, Can",N/A
Samuraï,Lupe Fiasco - Samurai Tour,2024-11-10,20:00:00,The Salt Shed Indoors (Shed),"Chicago, United States Of America",39.5-79.5 USD
Samuraï,Lupe Fiasco - Samurai Tour,2024-10-19,20:00:00,Summit,"Denver, United States Of America",39.5-69.5 USD
Samuraï,Lupe Fiasco - Samurai Tour,2024-12-20,20:00:00,Columbus Athenaeum,"Columbus, United States Of America",39.5-49.5 USD
Samuraï,Lupe Fiasco - Samurai Tour,2024-11-09,20:00:00,The Factory,"Saint Louis, United States Of America",39.5-49.5 USD
Samuraï,Lupe Fiasco - Samurai Tour,2024-12-21,20:00:00,TempleLive Cleveland Masonic,"Cleveland, United States Of America",39.5-75.0 USD
Samuraï,Lupe Fiasco – Samurai Tour,2024-10-24,20:00:00,Belly Up,"Solana Beach, United States Of America",60.25-60.25 USD
Samuraï,Lupe Fiasco – Samurai Tour,2024-11-16,20:00:00,Howard Theatre,"Washington D.C., United States Of America",45.0-45.0 USD
Samuraï,38 Samurai - Anime Sympho Show,2025-01-14,19:00:00,Cirkus,"Stockholm, Sweden",570.0-1405.0 SEK
Samuraï,Seven Samurai Bfi the Art of Action Season,2024-10-16,19:00:00,Kendal Brewery Arts Centre,"Cumbria, Great Britain",N/A
El Barrio,El Barrio,2024-10-26,21:00:00,Plaza de Toros de Granada,"Granada, Spain",44.0-71.5 EUR
Vance Joy,Foy Vance - Regarding The Joy Of Nothing Tour,2024-10-13,20:30:00,Moby Dick Club,"Madrid, Spain",28.5-28.5 EUR
Vance Joy,Foy Vance - Regarding The Joy Of Nothing Tour,2024-10-14,21:00:00,Sala Dabadaba,"Donostia/San Sebastián, Spain",28.5-28.5 EUR
Vance Joy,Foy Vance - Regarding The Joy Of Nothing Tour,2024-10-16,20:30:00,Sala Upload - Poble Espanyol,"Barcelona, Spain",28.5-28.5 EUR
Vance Joy,Foy Vance - Regarding the Joy of Nothing Tour,2024-10-22,20:30:00,N/A,"Vienna, Austria",25.7-28.21 EUR
Vance Joy,Byron Bay Bluesfest 2025,2025-04-17,14:00:00,Byron Events Farm Tyagarah,"Tyagarah, Australia",N/A
Anuel AA,Anuel AA,2024-11-29,20:00:00,Smart Financial Centre at Sugar Land,"Sugar Land, United States Of America",N/A
Anuel AA,Anuel AA,2024-12-06,20:00:00,Michelob Ultra Arena,"Las Vegas, United States Of America",N/A
Anuel AA,Anuel AA,2024-12-13,20:00:00,Crypto.com Arena,"Los Angeles, United States Of America",N/A
Anuel AA,Suites: Anuel AA,2024-11-30,20:00:00,H-E-B Center at Cedar Park,"Cedar Park, United States Of America",N/A
Anuel AA,Anuel AA Suite,2024-12-05,20:00:00,Desert Diamond Arena,"Glendale, United States Of America",N/A
Anuel AA,Anuel AA - Real Hasta La Muerte 2,2024-11-27,20:00:00,Dickies Arena,"Fort Worth, United States Of America",66.9-209.9 USD
Anuel AA,Anuel AA: Real Hasta La Muerte 2,2024-11-30,20:00:00,H-E-B Center at Cedar Park,"Cedar Park, United States Of America",66.0-186.0 USD
Anuel AA,Anuel AA - Real Hasta La Muerte 2,2024-12-05,20:00:00,Desert Diamond Arena,"Glendale, United States Of America",61.0-181.0 USD
Anuel AA,Anuel AA - Real Hasta La Muerte 2,2024-12-15,20:00:00,SAP Center at San Jose,"San Jose, United States Of America",61.0-191.0 USD
Anuel AA,Anuel AA - Real Hasta La Muerte 2,2024-12-12,20:00:00,Toyota Arena,"Ontario, United States Of America",59.0-179.0 USD
Anuel AA,Anuel AA- REAL HASTA LA MUERTE 2,2024-12-01,20:00:00,Payne Arena,"Hidalgo, United States Of America",69.0-189.0 USD
Anuel AA,Anuel AA - Real Hasta La Muerte 2,2024-12-08,20:00:00,Honda Center,"Anaheim, United States Of America",66.0-196.0 USD
Anuel AA,Suites: Anuel AA: Real Hasta La Muerta 2,2024-11-27,20:00:00,Dickies Arena,"Fort Worth, United States Of America",16.0-108.9 USD
Anuel AA,SAP Center Suites And Penthouse Lounge Anuel AA,2024-12-15,20:00:00,SAP Center at San Jose,"San Jose, United States Of America",385.0-385.0 USD
Anuel AA,Suites - Anuel Aa - Real Hasta La Muerte 2,2024-12-08,20:00:00,HONDA Center Suites,"Anaheim, United States Of America",N/A
