artist,name,date,time,venue,location,price_range,source_date,city,country,min_price_EUR,max_price_EUR
Zach Bryan,Zach Bryan,18-11-2024,19:00:00,Rogers Place,"Edmonton, Canada",59.0-490.0 CAD,20241011,Edmonton,Canada,40.71,338.1
Zach Bryan,Zach Bryan,20-11-2024,19:00:00,Rogers Arena,"Vancouver, Canada",59.0-350.0 CAD,20241011,Vancouver,Canada,40.71,241.5
Zach Bryan,ZACH BRYAN,20-11-2024,19:00:00,ROGERS ARENA,"Vancouver, Can",,20241011,Vancouver,Can,,
Zach Bryan,ZACH BRYAN,29-11-2024,19:00:00,Golden 1 Center,"Sacramento, United States Of America",,20241011,Sacramento,United States Of America,,
Zach Bryan,ZACH BRYAN,30-11-2024,19:00:00,Golden 1 Center,"Sacramento, United States Of America",,20241011,Sacramento,United States Of America,,
Zach Bryan,Zach Bryan,12-12-2024,19:00:00,BOK Center,"Tulsa, United States Of America",,20241011,Tulsa,United States Of America,,
Zach Bryan,Zach Bryan,18-12-2024,19:00:00,Barclays Center,"Brooklyn, United States Of America",,20241011,Brooklyn,United States Of America,,
Zach Bryan,Zach Bryan,19-12-2024,19:00:00,Barclays Center,"Brooklyn, United States Of America",,20241011,Brooklyn,United States Of America,,
Zach Bryan,Zach Bryan 2024,26-11-2024,19:00:00,Moda Center,"Portland, United States Of America",,20241011,Portland,United States Of America,,
Zach Bryan,Zach Bryan 2024,27-11-2024,19:00:00,Moda Center,"Portland, United States Of America",,20241011,Portland,United States Of America,,
Zach Bryan,Zach Bryan Suite,03-12-2024,20:00:00,Desert Diamond Arena,"Glendale, United States Of America",,20241011,Glendale,United States Of America,,
Ice Cube,Ice Cube - Nightmare on Cube Street,19-10-2024,19:30:00,Footprint Center,"Phoenix, United States Of America",55.5-200.0 USD,20241011,Phoenix,United States Of America,52.72,190.0
Ice Cube,Ice Cube,15-11-2024,20:00:00,Choctaw Grand Theater,"Durant, United States Of America",59.5-99.5 USD,20241011,Durant,United States Of America,56.52,94.52
Ice Cube,Ice Cube,12-10-2024,20:00:00,The Vine Theater at Del Lago Resort & Casino,"Waterloo, United States Of America",,20241011,Waterloo,United States Of America,,
Ice Cube,Ice Cube-Nightmare on Cube Street,19-10-2024,19:30:00,Footprint Center,"Phoenix, United States Of America",,20241011,Phoenix,United States Of America,,
Ice Cube,Ice Cube (21+ Event),11-10-2024,21:00:00,The Hall at Live!,"Hanover, United States Of America",,20241011,Hanover,United States Of America,,
Ice Cube,Suite Inclusive Ice Cube,19-10-2024,19:30:00,Footprint Center,"Phoenix, United States Of America",,20241011,Phoenix,United States Of America,,
Ice Cube,The Grand Finale,14-12-2024,20:00:00,Fox Theatre Detroit,"Detroit, United States Of America",79.0-205.0 USD,20241011,Detroit,United States Of America,75.05,194.75
Fuego,De Fuego,28-11-2024,20:00:00,Green Note,"London, Great Britain",,20241011,London,Great Britain,,
Fuego,Festival Sangre y Fuego,30-11-2024,16:00:00,Pabellón del Palacio de los Deportes,"México, Mexico",1100.0-1100.0 MXN,20241011,México,Mexico,52.8,52.8
Fuego,La Mafia: Estoy Tocando Fuego Tour 2024,16-11-2024,20:00:00,Linda Ronstadt Music Hall,"Tucson, United States Of America",49.0-109.0 USD,20241011,Tucson,United States Of America,46.55,103.55
Fuego,"La Mafia: ""Estoy Tocando Fuego Tour 2024""",08-02-2025,19:00:00,Fox Performing Arts Center,"Riverside, United States Of America",53.0-113.0 USD,20241011,Riverside,United States Of America,50.35,107.35
Fuego,"La Mafia: ""Estoy Tocando Fuego Tour 2024""",26-10-2024,20:00:00,Bob Hope Theatre,"Stockton, United States Of America",49.0-109.0 USD,20241011,Stockton,United States Of America,46.55,103.55
Fuego,La Mafia: Estoy Tocando Fuego Tour 2024,07-02-2025,19:00:00,The Magnolia,"El Cajon, United States Of America",51.5-111.5 USD,20241011,El Cajon,United States Of America,48.92,105.92
Fuego,Union Omaha vs. Central Valley Fuego FC,26-10-2024,16:00:00,Werner Park,"Papillion, United States Of America",,20241011,Papillion,United States Of America,,
Fuego,"Lanky Fuego Booking Presents: Skeeter De Milo, Flat Girther, So Wack, Wet Bastards",21-10-2024,20:00:00,The Bowery Electric,"New York, United States Of America",11.55-11.55 USD,20241011,New York,United States Of America,10.97,10.97
Fuego,Estacionamiento Festival Sangre Y Fuego,30-11-2024,14:00:00,Pabellón del Palacio de los Deportes,"México, Mexico",250.0-250.0 MXN,20241011,México,Mexico,12.0,12.0
LISA,Lisa O'Neill,20-10-2024,20:00:00,Dolans Warehouse,"Limerick City, Ireland",30.5-30.5 EUR,20241011,Limerick City,Ireland,30.5,30.5
LISA,Lisa O'Neill,21-10-2024,20:00:00,Town Hall Theatre ,"Galway, Ireland",34.65-34.65 EUR,20241011,Galway,Ireland,34.65,34.65
LISA,Lisa Hannigan,25-11-2024,20:00:00,Vicar Street,"Dublin, Ireland",46.7-46.7 EUR,20241011,Dublin,Ireland,46.7,46.7
LISA,Lisa Hannigan,26-11-2024,19:00:00,Mandela Hall,"Belfast, Great Britain",36.75-36.75 GBP,20241011,Belfast,Great Britain,42.63,42.63
LISA,Lisa McHugh,30-11-2024,19:00:00,Ulster Hall Belfast,"Belfast, Great Britain",30.25-30.25 GBP,20241011,Belfast,Great Britain,35.09,35.09
LISA,Lisa Eckhart,21-11-2024,20:00:00,,"Berlin, Germany",10.7-47.1 EUR,20241011,Berlin,Germany,10.7,47.1
LISA,Lisa Eckhart,22-11-2024,20:00:00,,"Berlin, Germany",10.7-47.1 EUR,20241011,Berlin,Germany,10.7,47.1
LISA,Lisa Loeb,24-01-2025,19:30:00,The Clarion at Brazosport College,"Lake Jackson, United States Of America",,20241011,Lake Jackson,United States Of America,,
LISA,Lisa Batiashvili,25-04-2025,19:30:00,David Geffen Hall,"New York, United States Of America",,20241011,New York,United States Of America,,
LISA,Lisa Batiashvili,26-04-2025,19:30:00,David Geffen Hall,"New York, United States Of America",,20241011,New York,United States Of America,,
LISA,Lisa Hannigan In Concert,22-11-2024,20:00:00,"TF Royal, Castlebar","Co. Mayo, Ireland",40.2-40.2 EUR,20241011,Co. Mayo,Ireland,40.2,40.2
LISA,"Echosmith, Lisa Heller",14-11-2024,19:00:00,Middle East - Upstairs,"Cambridge, United States Of America",29.99-79.99 USD,20241011,Cambridge,United States Of America,28.49,75.99
LISA,Lisa Frank Rave,30-11-2024,22:00:00,Thundercat Lounge,"Phoenix, United States Of America",5.0-90.0 USD,20241011,Phoenix,United States Of America,4.75,85.5
LISA,Cher Tribute Artist - Lisa Carter,16-10-2024,20:00:00,Tropicana Showroom at Tropicana Atlantic City,"Atlantic City, United States Of America",41.5-41.5 USD,20241011,Atlantic City,United States Of America,39.42,39.42
LISA,Lisa Gerrard & Jules Maxwell,31-01-2025,20:00:00,Kongresové c. - Společenský sál,"Praha 4, Czech Republic",1090.0-1590.0 CZK,20241011,Praha 4,Czech Republic,43.6,63.6
LISA,Lisa Gerrard & Jules Maxwell,03-02-2025,20:00:00,,"Berlin, Germany",6.7-96.45 EUR,20241011,Berlin,Germany,6.7,96.45
LISA,Lisa Gerrard & Jules Maxwell,07-02-2025,20:00:00,Volkshaus Zürich,"Zürich, Switzerland",,20241011,Zürich,Switzerland,,
LISA,Ranky Tanky with Ms. Lisa Fischer,17-01-2025,20:00:00,Jo Long Theatre,"San Antonio, United States Of America",40.0-40.0 USD,20241011,San Antonio,United States Of America,38.0,38.0
LISA,CEZA & Mercan Dede - M Lisa,19-10-2024,17:30:00,Ankara CerModern,"Ankara, Turkey",,20241011,Ankara,Turkey,,
LISA,"Julia Shapiro, Lisa Prank, Liv Victorino",20-11-2024,19:00:00,Here - After,"Seattle, United States Of America",12.99-12.99 USD,20241011,Seattle,United States Of America,12.34,12.34
AC,AC Slater,02-11-2024,22:00:00,CODA,"Toronto, Canada",45.9-45.9 CAD,20241011,Toronto,Canada,31.67,31.67
AC,AC/DC Experience,17-10-2024,19:00:00,Baron Suite at O2 Academy Edinburgh,"Edinburgh, Great Britain",24.1-24.1 GBP,20241011,Edinburgh,Great Britain,27.96,27.96
AC,AC/DC UK,08-02-2025,20:30:00,International Arts Centre,"Leicester, Great Britain",,20241011,Leicester,Great Britain,,
AC,Lucille AC redeem,01-01-2025,20:00:00,General Admission,"Oakbrook Terrace, United States Of America",,20241011,Oakbrook Terrace,United States Of America,,
AC,AC/DC UK,22-03-2025,20:00:00,,"Hjørring, Denmark",,20241011,Hjørring,Denmark,,
AC,Heatseeker - Ac/DC Tribute,16-11-2024,20:00:00,Wee Jimmies,"Cowdenbeath, Great Britain",,20241011,Cowdenbeath,Great Britain,,
AC,Ac Slater: Vibe Check,22-11-2024,22:00:00,Village Studios,"Vancouver, Canada",,20241011,Vancouver,Canada,,
AC,Ac/DC Uk (Tribute),07-02-2025,21:00:00,The Flowerpot,"Derby, Great Britain",,20241011,Derby,Great Britain,,
AC,AC/DC Tribute: ThunderStruck,09-11-2024,20:00:00,Hobart Art Theatre,"Hobart, United States Of America",14.99-250.0 USD,20241011,Hobart,United States Of America,14.24,237.5
AC,AC-DC Tribute THUNDERSTRUCK,01-02-2025,21:00:00,Spot 1 Grill & Music Hall,"Brampton, Canada",22.88-22.88 CAD,20241011,Brampton,Canada,15.79,15.79
AC,Flyers 2024-25 AC,01-07-2025,20:00:00,Wells Fargo Center,"Philadelphia, United States Of America",,20241011,Philadelphia,United States Of America,,
AC,Wings 2024-25 AC,01-07-2025,20:00:00,Wells Fargo Center,"Philadelphia, United States Of America",,20241011,Philadelphia,United States Of America,,
AC,Noise Pollution - AC/DC Experience,18-10-2024,20:00:00,Cannery Hotel and Casino,"N Las Vegas, United States Of America",28.0-32.0 USD,20241011,N Las Vegas,United States Of America,26.6,30.4
AC,Thunderstruck: America's AC/DC Tribute,19-10-2024,20:00:00,House of Blues New Orleans ,"New Orleans, United States Of America",20.0-45.0 USD,20241011,New Orleans,United States Of America,19.0,42.75
AC,THUNDERSTRUCK - America's AC/DC Tribute,29-12-2024,19:00:00,House of Blues Myrtle Beach,"North Myrtle Beach, United States Of America",17.5-17.5 USD,20241011,North Myrtle Beach,United States Of America,16.62,16.62
AC,Livewire - the Ac/DC Show,21-12-2024,19:00:00,O2 Academy Glasgow,"Glasgow, Great Britain",24.1-24.1 GBP,20241011,Glasgow,Great Britain,27.96,27.96
AC,Livewire the Ac/DC Show,17-01-2025,19:00:00,The Live Rooms,"Chester, Great Britain",,20241011,Chester,Great Britain,,
AC,Livewire the Ac/DC Show,18-01-2025,19:00:00,The Live Rooms,"Chester, Great Britain",,20241011,Chester,Great Britain,,
AC,Livewire the Ac/DC Show,25-01-2025,19:00:00,O2 Institute2 Birmingham,"Birmingham, Great Britain",22.6-22.6 GBP,20241011,Birmingham,Great Britain,26.22,26.22
AC,Livewire the Ac/DC Show,16-05-2025,19:30:00,Leadmill,"Sheffield, Great Britain",,20241011,Sheffield,Great Britain,,
iann dior,Iann Dior: Leave Me Where You Found Me Tour,29-08-2025,19:00:00,Big Night Live,"Boston, United States Of America",25.0-25.0 USD,20241011,Boston,United States Of America,23.75,23.75
Dasha,Dasha,08-11-2024,20:00:00,Top Cats,"Cincinnati, United States Of America",,20241011,Cincinnati,United States Of America,,
Dasha,Dasha,09-11-2024,20:00:00,The Intersection,"Grand Rapids, United States Of America",,20241011,Grand Rapids,United States Of America,,
Dasha,Dasha,13-11-2024,20:00:00,The Hi-Fi Indianapolis,"Indianapolis, United States Of America",,20241011,Indianapolis,United States Of America,,
Dasha,Dasha,09-11-2024,20:00:00,Intersection - The Stache,"Grand Rapids, United States Of America",,20241011,Grand Rapids,United States Of America,,
Dasha,Dasha,14-10-2024,20:00:00,Bluebird Theatre,"Denver, United States Of America",,20241011,Denver,United States Of America,,
Dasha,Dasha,19-10-2024,20:00:00,Roxy Theatre-CA,"West Hollywood, United States Of America",,20241011,West Hollywood,United States Of America,,
Dasha,Dasha,05-11-2024,20:00:00,Fine Line Music Cafe,"Minneapolis, United States Of America",,20241011,Minneapolis,United States Of America,,
Dasha,Dasha,07-11-2024,19:00:00,Joe's Live - Rosemont,"Rosemont, United States Of America",,20241011,Rosemont,United States Of America,,
Dasha,Dasha,14-11-2024,20:00:00,Exit In,"Nashville, United States Of America",,20241011,Nashville,United States Of America,,
Dasha,"Dasha: Dashville, U.s.a.",15-11-2024,19:00:00,The Masquerade - Hell,"Atlanta, United States Of America",25.0-25.0 USD,20241011,Atlanta,United States Of America,23.75,23.75
Dasha,Dasha - Dashville U.S.A.,11-11-2024,19:00:00,The Opera House,"Toronto, Canada",33.0-43.0 CAD,20241011,Toronto,Canada,22.77,29.67
Dasha,Dasha Kelly Hamilton,23-10-2024,19:00:00,Newberry Opera House,"Newberry, United States Of America",,20241011,Newberry,United States Of America,,
Dasha,*SOLD OUT* DASHA,14-11-2024,20:00:00,Exit/In,"Nashville, United States Of America",0.0-0.0 USD,20241011,Nashville,United States Of America,0.0,0.0
Dasha,SLO Brew + Goldenvoice present ~ DASHA,18-10-2024,19:00:00,SLO Brew Rock,"San Luis Obispo, United States Of America",0.0-0.0 USD,20241011,San Luis Obispo,United States Of America,0.0,0.0
Dasha,Dasha - Dashville U.S.A (All Ages with Parent/Guardian),07-11-2024,19:00:00,Joe's Live Rosemont,"Rosemont, United States Of America",25.0-40.0 USD,20241011,Rosemont,United States Of America,23.75,38.0
Dasha,"Dashville, U.S.A.",15-10-2024,20:00:00,Soundwell,"Salt Lake City, United States Of America",,20241011,Salt Lake City,United States Of America,,
Dasha,Alice 105.9s Alice in Winterland,05-12-2024,18:30:00,Fillmore Auditorium (Denver),"Denver, United States Of America",65.0-99.5 USD,20241011,Denver,United States Of America,61.75,94.52
Dasha,Mix 106.5's Deck The Hall Ball,12-12-2024,19:30:00,Chesapeake Employers Insurance Arena,"Baltimore, United States Of America",45.5-121.0 USD,20241011,Baltimore,United States Of America,43.23,114.95
Dasha,Thomas Rhett: Better In Boots Tour 2025,08-08-2025,19:30:00,Pine Knob Music Theatre,"Clarkston, United States Of America",59.75-159.75 USD,20241011,Clarkston,United States Of America,56.76,151.76
Drake,Drake White,08-11-2024,20:00:00,VBC Mars Music Hall,"Huntsville, United States Of America",25.0-60.0 USD,20241011,Huntsville,United States Of America,23.75,57.0
Drake,Eleni Drake,19-11-2024,19:00:00,The Camden Assembly,"London, Great Britain",,20241011,London,Great Britain,,
Drake,Drake Milligan,17-10-2024,20:00:00,Tuffy's Music Box,"Sanford, United States Of America",24.0-200.0 USD,20241011,Sanford,United States Of America,22.8,190.0
Drake,Drake White,24-10-2024,18:00:00,The Windjammer,"Isle of Palms, United States Of America",,20241011,Isle of Palms,United States Of America,,
Drake,Drake White,25-10-2024,20:00:00,Hargray Capitol Theatre,"Macon, United States Of America",,20241011,Macon,United States Of America,,
Drake,Drake White,07-11-2024,20:00:00,Forum River Center,"Rome, United States Of America",,20241011,Rome,United States Of America,,
Drake,Drake Milligan,30-11-2024,20:00:00,Moonshine Beach,"San Diego, United States Of America",20.03-25.18 USD,20241011,San Diego,United States Of America,19.03,23.92
Drake,Drake Bell,20-12-2024,20:00:00,The Venice West,"Venice, United States Of America",32.92-140.04 USD,20241011,Venice,United States Of America,31.27,133.04
Drake,"Eleni Drake, Meg Chandler",20-11-2024,19:30:00,"Castle Hotel, Manchester","Manchester, Great Britain",,20241011,Manchester,Great Britain,,
Drake,WBB Johnny's- Drake,24-11-2024,14:00:00,Hilton Coliseum,"Ames, United States Of America",,20241011,Ames,United States Of America,,
Drake,Bradley Volleyball vs. Drake,18-10-2024,18:00:00,Renaissance Coliseum,"Peoria, United States Of America",,20241011,Peoria,United States Of America,,
Drake,Bradley Soccer vs. Drake,19-10-2024,13:00:00,Shea Stadium,"Peoria, United States Of America",,20241011,Peoria,United States Of America,,
Drake,Creighton WBB vs Drake,11-11-2024,18:00:00,Ryan Center/DJ Sokol Arena,"Omaha, United States Of America",,20241011,Omaha,United States Of America,,
Drake,Drake Milligan w/ Kylie Frey,25-10-2024,20:00:00,The Basement East,"Nashville, United States Of America",26.71-26.71 USD,20241011,Nashville,United States Of America,25.37,25.37
Drake,Drake White w/ Reid Haughton,16-11-2024,20:00:00,Hal & Mal's,"Jackson, United States Of America",,20241011,Jackson,United States Of America,,
Drake,JCC Women's Basketball vs. Drake,24-11-2024,18:30:00,Hilton Coliseum,"Ames, United States Of America",,20241011,Ames,United States Of America,,
Drake,Student Women's Basketball vs. Drake,24-11-2024,18:30:00,Hilton Coliseum,"Ames, United States Of America",,20241011,Ames,United States Of America,,
Drake,Drake White Low Country High Bar Tour,26-10-2024,20:00:00,The Hall at Spartanburg Memorial Auditorium,"Spartanburg, United States Of America",25.0-25.0 USD,20241011,Spartanburg,United States Of America,23.75,23.75
Drake,Drake White - Low Country High Road Tour,02-11-2024,20:00:00,The Senate,"Columbia, United States Of America",25.0-25.0 USD,20241011,Columbia,United States Of America,23.75,23.75
Drake,Now We Are Everywhere - Nick Drake Celebration,17-11-2024,13:00:00,The Musician,"Leicester, Great Britain",,20241011,Leicester,Great Britain,,
Barry Manilow,Barry Manilow,17-10-2024,19:00:00,Westgate Las Vegas Resort & Casino,"Las Vegas, United States Of America",54.99-379.99 USD,20241011,Las Vegas,United States Of America,52.24,360.99
Barry Manilow,Barry Manilow,18-10-2024,20:00:00,Westgate Las Vegas Resort & Casino,"Las Vegas, United States Of America",54.99-379.99 USD,20241011,Las Vegas,United States Of America,52.24,360.99
Barry Manilow,Barry Manilow,19-10-2024,19:00:00,Westgate Las Vegas Resort & Casino,"Las Vegas, United States Of America",54.99-379.99 USD,20241011,Las Vegas,United States Of America,52.24,360.99
Barry Manilow,Barry Manilow,07-11-2024,19:00:00,Westgate Las Vegas Resort & Casino,"Las Vegas, United States Of America",54.99-379.99 USD,20241011,Las Vegas,United States Of America,52.24,360.99
Barry Manilow,Barry Manilow,16-11-2024,19:00:00,Westgate Las Vegas Resort & Casino,"Las Vegas, United States Of America",54.99-379.99 USD,20241011,Las Vegas,United States Of America,52.24,360.99
Barry Manilow,Barry Manilow,08-11-2024,20:00:00,Westgate Las Vegas Resort & Casino,"Las Vegas, United States Of America",54.99-379.99 USD,20241011,Las Vegas,United States Of America,52.24,360.99
Barry Manilow,Barry Manilow,14-11-2024,19:00:00,Westgate Las Vegas Resort & Casino,"Las Vegas, United States Of America",54.99-379.99 USD,20241011,Las Vegas,United States Of America,52.24,360.99
Barry Manilow,Barry Manilow,09-11-2024,19:00:00,Westgate Las Vegas Resort & Casino,"Las Vegas, United States Of America",54.99-379.99 USD,20241011,Las Vegas,United States Of America,52.24,360.99
Barry Manilow,Barry Manilow,05-12-2024,19:00:00,Westgate Las Vegas Resort & Casino,"Las Vegas, United States Of America",54.99-379.99 USD,20241011,Las Vegas,United States Of America,52.24,360.99
